# Peak: 558
# X	Y
0	587
1	587
2	587
3	587
4	587
5	586
6	586
7	586
8	586
9	586
10	586
11	586
12	586
13	586
14	586
15	586
16	586
17	586
18	586
19	586
20	586
21	585
22	585
23	585
24	586
25	585
26	585
27	585
28	585
29	585
30	585
31	585
32	585
33	585
34	585
35	585
36	585
37	585
38	585
39	584
40	584
41	584
42	584
43	584
44	584
45	584
46	584
47	584
48	584
49	584
50	584
51	584
52	584
53	584
54	584
55	583
56	583
57	583
58	583
59	583
60	583
61	583
62	583
63	583
64	583
65	583
66	583
67	583
68	583
69	583
70	583
71	583
72	583
73	582
74	582
75	582
76	582
77	582
78	582
79	582
80	582
81	582
82	582
83	582
84	582
85	582
86	582
87	582
88	582
89	582
90	581
91	581
92	581
93	581
94	581
95	581
96	581
97	581
98	581
99	581
100	581
101	581
102	581
103	581
104	581
105	581
106	580
107	580
108	580
109	580
110	580
111	580
112	580
113	580
114	580
115	580
116	580
117	580
118	580
119	580
120	580
121	580
122	580
123	579
124	579
125	579
126	579
127	579
128	579
129	579
130	579
131	579
132	579
133	579
134	579
135	579
136	579
137	579
138	579
139	579
140	579
141	579
142	578
143	578
144	578
145	578
146	578
147	578
148	578
149	578
150	578
151	578
152	578
153	578
154	578
155	578
156	578
157	578
158	577
159	577
160	577
161	577
162	577
163	577
164	577
165	577
166	577
167	577
168	577
169	577
170	577
171	577
172	577
173	577
174	577
175	576
176	576
177	576
178	576
179	576
180	576
181	576
182	576
183	576
184	576
185	576
186	576
187	576
188	576
189	576
190	576
191	576
192	575
193	575
194	575
195	575
196	575
197	575
198	575
199	575
200	575
201	575
202	575
203	575
204	575
205	575
206	575
207	575
208	575
209	575
210	575
211	574
212	574
213	574
214	574
215	574
216	574
217	574
218	574
219	574
220	574
221	574
222	574
223	574
224	574
225	574
226	574
227	573
228	573
229	573
230	573
231	573
232	573
233	573
234	573
235	573
236	573
237	573
238	573
239	573
240	573
241	573
242	573
243	573
244	573
245	572
246	572
247	572
